time,I,nv,c1,c2,ar,V_tot,kind,net_type
22,8.01,100,24.672,24.672,56,55.061,std,dynamic
23,45.81,100,144.719,144.719,342,645,mean,dynamic
23,7.04,100,24.724,24.724,56,55.061,std,dynamic
24,39.34,100,145.625,145.625,342,645,mean,dynamic
24,6.6,100,27.196,27.196,56,55.061,std,dynamic
25,33.94,100,145.344,145.344,342,645,mean,dynamic
25,6.64,100,23.339,23.339,56,55.061,std,dynamic
26,29.12,100,147.688,147.688,342,645,mean,dynamic
26,6.14,100,27.065,27.065,56,55.061,std,dynamic
27,25.5,100,146.312,146.312,342,645,mean,dynamic
27,5.68,100,29.342,29.342,56,55.061,std,dynamic
28,22.03,100,141.25,141.25,342,645,mean,dynamic
28,4.65,100,29.346,29.346,56,55.061,std,dynamic
29,18.97,100,145.125,145.125,342,645,mean,dynamic
29,4.17,100,25.952,25.952,56,55.061,std,dynamic
30,16.03,100,145.062,145.062,342,645,mean,dynamic
30,4.07,100,28.404,28.404,56,55.061,std,dynamic
31,13.75,100,143.5,143.5,342,645,mean,dynamic
31,3.61,100,29.712,29.712,56,55.061,std,dynamic
32,12.19,100,143.656,143.656,342,645,mean,dynamic
32,3.84,100,25.4,25.4,56,55.061,std,dynamic
33,10.75,100,143.375,143.375,342,645,mean,dynamic
33,3.74,100,31.406,31.406,56,55.061,std,dynamic
34,9.44,100,143.625,143.625,342,645,mean,dynamic
34,3.45,100,29.49,29.49,56,55.061,std,dynamic
35,8.19,100,144.219,144.219,342,645,mean,dynamic
35,2.99,100,30.709,30.709,56,55.061,std,dynamic
36,7.06,100,144.469,144.469,342,645,mean,dynamic
36,2.83,100,28.388,28.388,56,55.061,std,dynamic
37,5.72,100,145.062,145.062,342,645,mean,dynamic
37,2.39,100,32.715,32.715,56,55.061,std,dynamic
38,4.91,100,150.094,150.094,342,645,mean,dynamic
38,2.32,100,31.76,31.76,56,55.061,std,dynamic
39,4.0,100,144.0,144.0,342,645,mean,dynamic
39,2.15,100,34.384,34.384,56,55.061,std,dynamic
40,3.41,100,145.188,145.188,342,645,mean,dynamic
40,1.66,100,31.973,31.973,56,55.061,std,dynamic
41,3.12,100,142.781,142.781,342,645,mean,dynamic
41,1.43,100,34.154,34.154,56,55.061,std,dynamic
42,2.66,100,146.25,146.25,342,645,mean,dynamic
42,1.45,100,31.311,31.311,56,55.061,std,dynamic
43,2.22,100,144.25,144.25,342,645,mean,dynamic
43,1.29,100,34.326,34.326,56,55.061,std,dynamic
0,5.0,200,0.0,0.0,327,665,mean,static
0,0.0,200,0.0,0.0,85,82.838,std,static
1,7.69,200,234.656,234.656,327,665,mean,static
1,1.4,200,21.588,21.588,85,82.838,std,static
2,14.84,200,302.031,302.031,327,665,mean,static
2,6.0,200,24.439,24.439,85,82.838,std,static
3,25.91,200,329.938,329.938,327,665,mean,static
3,13.75,200,27.687,27.687,85,82.838,std,static
4,39.88,200,343.406,343.406,327,665,mean,static
4,23.47,200,26.758,26.758,85,82.838,std,static
5,58.69,200,345.594,345.594,327,665,mean,static
5,31.37,200,24.921,24.921,85,82.838,std,static
6,80.72,200,350.312,350.312,327,665,mean,static
6,40.66,200,26.391,26.391,85,82.838,std,static
7,104.59,200,334.531,334.531,327,665,mean,static
7,50.48,200,27.89,27.89,85,82.838,std,static
8,126.06,200,325.062,325.062,327,665,mean,static
8,55.74,200,28.548,28.548,85,82.838,std,static
9,139.28,200,315.938,315.938,327,665,mean,static
9,54.34,200,24.952,24.952,85,82.838,std,static
10,146.19,200,308.344,308.344,327,665,mean,static
10,53.47,200,28.764,28.764,85,82.838,std,static
11,145.53,200,294.844,294.844,327,665,mean,static
11,48.47,200,33.005,33.005,85,82.838,std,static
12,144.91,200,288.5,288.5,327,665,mean,static
12,45.05,200,31.407,31.407,85,82.838,std,static
13,136.44,200,277.031,277.031,327,665,mean,static
13,40.24,200,34.173,34.173,85,82.838,std,static
14,127.47,200,271.781,271.781,327,665,mean,static
14,34.12,200,32.885,32.885,85,82.838,std,static
15,118.72,200,264.875,264.875,327,665,mean,static
15,29.33,200,39.3,39.3,85,82.838,std,static
16,108.22,200,261.969,261.969,327,665,mean,static
16,24.61,200,36.139,36.139,85,82.838,std,static
17,97.31,200,256.031,256.031,327,665,mean,static
17,21.91,200,39.588,39.588,85,82.838,std,static
18,87.88,200,250.469,250.469,327,665,mean,static
18,19.51,200,38.14,38.14,85,82.838,std,static
19,80.09,200,247.125,247.125,327,665,mean,static
19,17.15,200,43.513,43.513,85,82.838,std,static
20,71.88,200,249.062,249.062,327,665,mean,static
20,14.78,200,42.928,42.928,85,82.838,std,static
21,61.47,200,242.969,242.969,327,665,mean,static
21,12.02,200,42.85,42.85,85,82.838,std,static
22,53.72,200,238.812,238.812,327,665,mean,static
22,10.08,200,42.352,42.352,85,82.838,std,static
23,45.31,200,236.906,236.906,327,665,mean,static
23,8.68,200,47.037,47.037,85,82.838,std,static
24,39.66,200,236.312,236.312,327,665,mean,static
24,8.1,200,44.752,44.752,85,82.838,std,static
25,35.0,200,234.25,234.25,327,665,mean,static
25,7.73,200,48.237,48.237,85,82.838,std,static
26,31.56,200,232.812,232.812,327,665,mean,static
26,7.45,200,46.876,46.876,85,82.838,std,static
27,27.56,200,230.188,230.188,327,665,mean,static
27,6.91,200,49.443,49.443,85,82.838,std,static
28,23.53,200,225.5,225.5,327,665,mean,static
28,5.81,200,53.001,53.001,85,82.838,std,static
29,20.62,200,225.188,225.188,327,665,mean,static
29,5.46,200,51.774,51.774,85,82.838,std,static
30,17.84,200,222.938,222.938,327,665,mean,static
30,4.84,200,50.515,50.515,85,82.838,std,static
31,15.22,200,224.094,224.094,327,665,mean,static
31,4.34,200,51.003,51.003,85,82.838,std,static
32,13.16,200,220.0,220.0,327,665,mean,static
32,4.0,200,52.629,52.629,85,82.838,std,static
33,11.56,200,224.906,224.906,327,665,mean,static
33,3.46,200,55.258,55.258,85,82.838,std,static
34,10.0,200,222.688,222.688,327,665,mean,static
34,3.43,200,53.692,53.692,85,82.838,std,static
35,8.28,200,220.531,220.531,327,665,mean,static
35,2.99,200,53.701,53.701,85,82.838,std,static
36,7.0,200,217.0,217.0,327,665,mean,static
36,2.73,200,53.253,53.253,85,82.838,std,static
37,6.09,200,220.438,220.438,327,665,mean,static
37,2.67,200,58.334,58.334,85,82.838,std,static
38,5.31,200,218.281,218.281,327,665,mean,static
38,2.51,200,56.344,56.344,85,82.838,std,static
39,4.66,200,213.781,213.781,327,665,mean,static
39,2.39,200,52.821,52.821,85,82.838,std,static
40,3.91,200,216.125,216.125,327,665,mean,static
40,2.07,200,55.36,55.36,85,82.838,std,static
41,3.44,200,215.469,215.469,327,665,mean,static
41,2.12,200,55.852,55.852,85,82.838,std,static
0,5.0,200,0.0,0.0,343,634,mean,dynamic
0,0.0,200,0.0,0.0,83,76.568,std,dynamic
1,6.59,200,142.688,142.688,343,634,mean,dynamic
1,1.83,200,16.846,16.846,83,76.568,std,dynamic
2,11.47,200,182.688,182.688,343,634,mean,dynamic
2,6.38,200,18.358,18.358,83,76.568,std,dynamic
3,22.28,200,209.406,209.406,343,634,mean,dynamic
3,13.56,200,22.898,22.898,83,76.568,std,dynamic
4,37.03,200,219.656,219.656,343,634,mean,dynamic
4,22.72,200,23.271,23.271,83,76.568,std,dynamic
5,56.97,200,221.344,221.344,343,634,mean,dynamic
5,34.2,200,23.983,23.983,83,76.568,std,dynamic
6,82.72,200,222.688,222.688,343,634,mean,dynamic
6,47.04,200,22.625,22.625,83,76.568,std,dynamic
7,107.69,200,220.938,220.938,343,634,mean,dynamic
7,56.68,200,19.607,19.607,83,76.568,std,dynamic
8,124.25,200,218.625,218.625,343,634,mean,dynamic
8,60.17,200,19.152,19.152,83,76.568,std,dynamic
9,137.0,200,211.156,211.156,343,634,mean,dynamic
9,60.49,200,20.126,20.126,83,76.568,std,dynamic
10,142.94,200,209.25,209.25,343,634,mean,dynamic
10,56.06,200,20.726,20.726,83,76.568,std,dynamic
11,145.16,200,204.688,204.688,343,634,mean,dynamic
11,51.17,200,22.145,22.145,83,76.568,std,dynamic
12,143.38,200,204.344,204.344,343,634,mean,dynamic
12,47.81,200,19.525,19.525,83,76.568,std,dynamic
13,139.16,200,201.406,201.406,343,634,mean,dynamic
13,40.33,200,24.435,24.435,83,76.568,std,dynamic
14,132.25,200,197.312,197.312,343,634,mean,dynamic
14,34.09,200,29.187,29.187,83,76.568,std,dynamic
15,123.44,200,194.469,194.469,343,634,mean,dynamic
15,28.3,200,29.896,29.896,83,76.568,std,dynamic
16,113.31,200,196.438,196.438,343,634,mean,dynamic
16,24.09,200,28.161,28.161,83,76.568,std,dynamic
17,102.66,200,194.875,194.875,343,634,mean,dynamic
17,19.77,200,30.62,30.62,83,76.568,std,dynamic
18,93.94,200,189.438,189.438,343,634,mean,dynamic
18,17.21,200,32.036,32.036,83,76.568,std,dynamic
19,81.94,200,189.094,189.094,343,634,mean,dynamic
19,14.61,200,33.184,33.184,83,76.568,std,dynamic
20,73.34,200,187.375,187.375,343,634,mean,dynamic
20,13.18,200,31.579,31.579,83,76.568,std,dynamic
21,66.47,200,187.969,187.969,343,634,mean,dynamic
21,10.52,200,35.748,35.748,83,76.568,std,dynamic
22,58.53,200,187.812,187.812,343,634,mean,dynamic
22,10.04,200,33.878,33.878,83,76.568,std,dynamic
23,51.75,200,185.969,185.969,343,634,mean,dynamic
23,9.27,200,36.065,36.065,83,76.568,std,dynamic
24,46.28,200,188.125,188.125,343,634,mean,dynamic
24,8.44,200,36.182,36.182,83,76.568,std,dynamic
25,40.19,200,187.719,187.719,343,634,mean,dynamic
25,8.65,200,38.797,38.797,83,76.568,std,dynamic
26,34.62,200,184.625,184.625,343,634,mean,dynamic
26,7.97,200,37.936,37.936,83,76.568,std,dynamic
27,29.81,200,182.906,182.906,343,634,mean,dynamic
27,7.82,200,34.721,34.721,83,76.568,std,dynamic
28,26.56,200,180.344,180.344,343,634,mean,dynamic
28,7.36,200,38.327,38.327,83,76.568,std,dynamic
29,23.0,200,182.125,182.125,343,634,mean,dynamic
29,6.64,200,38.142,38.142,83,76.568,std,dynamic
30,20.09,200,182.906,182.906,343,634,mean,dynamic
30,6.21,200,41.827,41.827,83,76.568,std,dynamic
31,17.72,200,180.844,180.844,343,634,mean,dynamic
31,5.18,200,41.109,41.109,83,76.568,std,dynamic
32,14.75,200,182.188,182.188,343,634,mean,dynamic
32,4.66,200,41.024,41.024,83,76.568,std,dynamic
33,12.94,200,183.656,183.656,343,634,mean,dynamic
33,4.12,200,42.182,42.182,83,76.568,std,dynamic
34,11.28,200,179.812,179.812,343,634,mean,dynamic
34,3.98,200,44.399,44.399,83,76.568,std,dynamic
35,9.66,200,178.312,178.312,343,634,mean,dynamic
35,3.8,200,42.111,42.111,83,76.568,std,dynamic
36,8.31,200,177.562,177.562,343,634,mean,dynamic
36,3.48,200,45.455,45.455,83,76.568,std,dynamic
37,7.31,200,177.188,177.188,343,634,mean,dynamic
37,3.15,200,42.679,42.679,83,76.568,std,dynamic
38,6.22,200,178.688,178.688,343,634,mean,dynamic
38,2.97,200,43.901,43.901,83,76.568,std,dynamic
0,5.0,300,0.0,0.0,335,652,mean,static
0,0.0,300,0.0,0.0,114,107.799,std,static
1,7.06,300,288.906,288.906,335,652,mean,static
1,1.89,300,23.477,23.477,114,107.799,std,static
2,13.38,300,374.0,374.0,335,652,mean,static
2,7.47,300,29.949,29.949,114,107.799,std,static
3,23.53,300,412.781,412.781,335,652,mean,static
3,15.68,300,33.887,33.887,114,107.799,std,static
4,36.47,300,415.156,415.156,335,652,mean,static
4,25.34,300,31.7,31.7,114,107.799,std,static
5,55.28,300,422.969,422.969,335,652,mean,static
5,37.78,300,33.805,33.805,114,107.799,std,static
6,78.0,300,410.562,410.562,335,652,mean,static
6,47.81,300,28.658,28.658,114,107.799,std,static
7,99.62,300,397.188,397.188,335,652,mean,static
7,60.21,300,32.592,32.592,114,107.799,std,static
8,119.38,300,383.375,383.375,335,652,mean,static
8,67.6,300,32.154,32.154,114,107.799,std,static
9,132.84,300,369.031,369.031,335,652,mean,static
9,69.46,300,32.918,32.918,114,107.799,std,static
10,140.88,300,360.031,360.031,335,652,mean,static
10,70.22,300,34.547,34.547,114,107.799,std,static
11,145.41,300,345.125,345.125,335,652,mean,static
11,67.12,300,36.601,36.601,114,107.799,std,static
12,144.19,300,336.344,336.344,335,652,mean,static
12,61.63,300,39.152,39.152,114,107.799,std,static
13,140.5,300,326.344,326.344,335,652,mean,static
13,56.04,300,38.791,38.791,114,107.799,std,static
14,133.38,300,320.125,320.125,335,652,mean,static
14,50.12,300,45.507,45.507,114,107.799,std,static
15,124.78,300,310.062,310.062,335,652,mean,static
15,44.28,300,47.878,47.878,114,107.799,std,static
16,112.97,300,308.094,308.094,335,652,mean,static
16,38.67,300,47.067,47.067,114,107.799,std,static
17,103.91,300,298.188,298.188,335,652,mean,static
17,33.23,300,50.959,50.959,114,107.799,std,static
18,94.41,300,294.344,294.344,335,652,mean,static
18,29.43,300,52.388,52.388,114,107.799,std,static
19,83.94,300,289.312,289.312,335,652,mean,static
19,24.96,300,56.709,56.709,114,107.799,std,static
20,75.78,300,285.562,285.562,335,652,mean,static
20,21.66,300,61.638,61.638,114,107.799,std,static
21,68.53,300,279.156,279.156,335,652,mean,static
21,17.9,300,61.171,61.171,114,107.799,std,static
22,60.56,300,278.0,278.0,335,652,mean,static
22,15.64,300,58.732,58.732,114,107.799,std,static
23,52.56,300,274.469,274.469,335,652,mean,static
23,12.44,300,60.006,60.006,114,107.799,std,static
24,46.59,300,270.688,270.688,335,652,mean,static
24,11.37,300,60.946,60.946,114,107.799,std,static
25,40.88,300,265.531,265.531,335,652,mean,static
25,9.89,300,63.437,63.437,114,107.799,std,static
26,36.72,300,266.031,266.031,335,652,mean,static
26,9.0,300,65.453,65.453,114,107.799,std,static
27,32.19,300,264.719,264.719,335,652,mean,static
27,8.19,300,69.621,69.621,114,107.799,std,static
28,28.09,300,263.062,263.062,335,652,mean,static
28,6.92,300,69.111,69.111,114,107.799,std,static
29,24.25,300,256.406,256.406,335,652,mean,static
29,5.61,300,70.156,70.156,114,107.799,std,static
30,20.56,300,257.344,257.344,335,652,mean,static
30,4.87,300,69.538,69.538,114,107.799,std,static
31,17.44,300,258.406,258.406,335,652,mean,static
31,4.22,300,71.229,71.229,114,107.799,std,static
32,15.16,300,254.375,254.375,335,652,mean,static
32,3.71,300,70.518,70.518,114,107.799,std,static
33,13.09,300,256.625,256.625,335,652,mean,static
33,3.09,300,71.537,71.537,114,107.799,std,static
34,11.22,300,250.688,250.688,335,652,mean,static
34,2.88,300,73.538,73.538,114,107.799,std,static
35,9.59,300,249.219,249.219,335,652,mean,static
35,2.54,300,73.512,73.512,114,107.799,std,static
36,8.62,300,249.344,249.344,335,652,mean,static
36,2.57,300,73.347,73.347,114,107.799,std,static
37,7.69,300,245.562,245.562,335,652,mean,static
37,2.67,300,74.927,74.927,114,107.799,std,static
38,6.53,300,248.688,248.688,335,652,mean,static
38,2.67,300,75.194,75.194,114,107.799,std,static
39,5.78,300,247.531,247.531,335,652,mean,static
39,2.59,300,74.994,74.994,114,107.799,std,static
0,5.0,300,0.0,0.0,376,601,mean,dynamic
0,0.0,300,0.0,0.0,67,62.541,std,dynamic
1,6.28,300,175.094,175.094,376,601,mean,dynamic
1,1.61,300,20.835,20.835,67,62.541,std,dynamic
2,9.62,300,219.906,219.906,376,601,mean,dynamic
2,4.22,300,20.542,20.542,67,62.541,std,dynamic
3,16.97,300,254.594,254.594,376,601,mean,dynamic
3,9.75,300,24.654,24.654,67,62.541,std,dynamic
4,29.59,300,266.594,266.594,376,601,mean,dynamic
4,18.37,300,16.498,16.498,67,62.541,std,dynamic
5,45.81,300,266.75,266.75,376,601,mean,dynamic
5,27.88,300,17.783,17.783,67,62.541,std,dynamic
6,66.31,300,271.5,271.5,376,601,mean,dynamic
6,38.62,300,18.038,18.038,67,62.541,std,dynamic
7,89.44,300,266.531,266.531,376,601,mean,dynamic
7,48.36,300,22.443,22.443,67,62.541,std,dynamic
8,112.22,300,264.625,264.625,376,601,mean,dynamic
8,53.82,300,17.637,17.637,67,62.541,std,dynamic
9,131.22,300,257.656,257.656,376,601,mean,dynamic
9,53.28,300,18.814,18.814,67,62.541,std,dynamic
10,146.56,300,254.875,254.875,376,601,mean,dynamic
10,51.81,300,24.052,24.052,67,62.541,std,dynamic
11,157.12,300,245.219,245.219,376,601,mean,dynamic
11,47.1,300,23.482,23.482,67,62.541,std,dynamic
12,161.62,300,244.188,244.188,376,601,mean,dynamic
12,40.39,300,23.641,23.641,67,62.541,std,dynamic
13,158.38,300,240.0,240.0,376,601,mean,dynamic
13,33.93,300,25.706,25.706,67,62.541,std,dynamic
14,151.62,300,238.562,238.562,376,601,mean,dynamic
14,29.75,300,24.337,24.337,67,62.541,std,dynamic
15,143.88,300,236.406,236.406,376,601,mean,dynamic
15,24.92,300,26.714,26.714,67,62.541,std,dynamic
16,134.28,300,234.281,234.281,376,601,mean,dynamic
16,20.07,300,27.526,27.526,67,62.541,std,dynamic
17,123.06,300,230.812,230.812,376,601,mean,dynamic
17,16.49,300,24.703,24.703,67,62.541,std,dynamic
18,112.09,300,229.094,229.094,376,601,mean,dynamic
18,15.59,300,25.098,25.098,67,62.541,std,dynamic
19,101.56,300,229.938,229.938,376,601,mean,dynamic
19,13.49,300,31.812,31.812,67,62.541,std,dynamic
20,91.78,300,226.438,226.438,376,601,mean,dynamic
20,11.92,300,30.698,30.698,67,62.541,std,dynamic
21,80.75,300,225.375,225.375,376,601,mean,dynamic
21,11.78,300,30.313,30.313,67,62.541,std,dynamic
22,70.84,300,226.75,226.75,376,601,mean,dynamic
22,12.06,300,31.96,31.96,67,62.541,std,dynamic
23,63.38,300,225.25,225.25,376,601,mean,dynamic
23,11.59,300,31.188,31.188,67,62.541,std,dynamic
24,55.75,300,222.406,222.406,376,601,mean,dynamic
24,11.75,300,31.05,31.05,67,62.541,std,dynamic
25,48.59,300,222.812,222.812,376,601,mean,dynamic
25,10.21,300,33.008,33.008,67,62.541,std,dynamic
26,41.94,300,223.469,223.469,376,601,mean,dynamic
26,9.29,300,32.076,32.076,67,62.541,std,dynamic
27,37.03,300,223.688,223.688,376,601,mean,dynamic
27,9.15,300,37.098,37.098,67,62.541,std,dynamic
28,31.38,300,222.5,222.5,376,601,mean,dynamic
28,7.93,300,34.968,34.968,67,62.541,std,dynamic
29,27.53,300,222.562,222.562,376,601,mean,dynamic
29,7.81,300,34.098,34.098,67,62.541,std,dynamic
30,23.75,300,221.219,221.219,376,601,mean,dynamic
30,6.44,300,36.355,36.355,67,62.541,std,dynamic
31,20.66,300,218.844,218.844,376,601,mean,dynamic
31,5.92,300,35.514,35.514,67,62.541,std,dynamic
32,17.44,300,215.562,215.562,376,601,mean,dynamic
32,4.87,300,36.315,36.315,67,62.541,std,dynamic
33,15.0,300,220.812,220.812,376,601,mean,dynamic
33,4.89,300,38.155,38.155,67,62.541,std,dynamic
34,12.88,300,217.125,217.125,376,601,mean,dynamic
34,4.59,300,37.761,37.761,67,62.541,std,dynamic
35,11.31,300,217.188,217.188,376,601,mean,dynamic
35,3.99,300,39.774,39.774,67,62.541,std,dynamic
36,9.66,300,218.062,218.062,376,601,mean,dynamic
36,3.57,300,38.731,38.731,67,62.541,std,dynamic
37,8.25,300,216.5,216.5,376,601,mean,dynamic
37,2.83,300,37.378,37.378,67,62.541,std,dynamic
38,7.06,300,217.281,217.281,376,601,mean,dynamic
38,2.55,300,38.154,38.154,67,62.541,std,dynamic
39,5.94,300,217.844,217.844,376,601,mean,dynamic
39,2.42,300,38.468,38.468,67,62.541,std,dynamic
40,5.0,300,214.688,214.688,376,601,mean,dynamic
40,2.33,300,40.214,40.214,67,62.541,std,dynamic
41,4.12,300,218.625,218.625,376,601,mean,dynamic
41,1.95,300,39.5,39.5,67,62.541,std,dynamic
42,3.53,300,219.781,219.781,376,601,mean,dynamic
42,1.52,300,41.785,41.785,67,62.541,std,dynamic
43,2.97,300,215.562,215.562,376,601,mean,dynamic
43,1.29,300,41.431,41.431,67,62.541,std,dynamic
0,5.0,400,0.0,0.0,395,594,mean,static
0,0.0,400,0.0,0.0,70,68.914,std,static
1,7.91,400,308.25,308.25,395,594,mean,static
1,2.21,400,22.336,22.336,70,68.914,std,static
2,15.94,400,410.688,410.688,395,594,mean,static
2,7.28,400,21.615,21.615,70,68.914,std,static
3,26.5,400,455.094,455.094,395,594,mean,static
3,13.79,400,27.709,27.709,70,68.914,std,static
4,42.28,400,457.969,457.969,395,594,mean,static
4,21.17,400,22.582,22.582,70,68.914,std,static
5,66.19,400,458.25,458.25,395,594,mean,static
5,32.45,400,25.637,25.637,70,68.914,std,static
