time,I,nv,c1,c2,ar,V_tot,kind,net_type
8,33.16,900,350.062,350.062,189,726,mean,dynamic
8,16.19,900,19.217,19.217,54,37.04,std,dynamic
9,38.53,900,342.812,342.812,189,726,mean,dynamic
9,18.53,900,17.182,17.182,54,37.04,std,dynamic
10,43.12,900,341.594,341.594,189,726,mean,dynamic
10,19.87,900,18.238,18.238,54,37.04,std,dynamic
11,46.69,900,335.562,335.562,189,726,mean,dynamic
11,20.67,900,15.724,15.724,54,37.04,std,dynamic
12,50.25,900,328.438,328.438,189,726,mean,dynamic
12,21.76,900,16.099,16.099,54,37.04,std,dynamic
13,52.25,900,323.75,323.75,189,726,mean,dynamic
13,21.21,900,13.899,13.899,54,37.04,std,dynamic
14,54.59,900,319.031,319.031,189,726,mean,dynamic
14,22.0,900,21.445,21.445,54,37.04,std,dynamic
15,54.78,900,309.969,309.969,189,726,mean,dynamic
15,21.63,900,16.824,16.824,54,37.04,std,dynamic
16,54.78,900,302.406,302.406,189,726,mean,dynamic
16,20.2,900,17.266,17.266,54,37.04,std,dynamic
17,54.41,900,298.406,298.406,189,726,mean,dynamic
17,19.62,900,19.447,19.447,54,37.04,std,dynamic
18,54.94,900,290.25,290.25,189,726,mean,dynamic
18,19.97,900,15.336,15.336,54,37.04,std,dynamic
19,53.22,900,289.281,289.281,189,726,mean,dynamic
19,18.33,900,19.069,19.069,54,37.04,std,dynamic
20,52.59,900,275.469,275.469,189,726,mean,dynamic
20,18.1,900,17.192,17.192,54,37.04,std,dynamic
21,50.31,900,270.312,270.312,189,726,mean,dynamic
21,18.5,900,18.304,18.304,54,37.04,std,dynamic
22,46.81,900,263.219,263.219,189,726,mean,dynamic
22,17.33,900,20.992,20.992,54,37.04,std,dynamic
23,44.41,900,260.75,260.75,189,726,mean,dynamic
23,17.22,900,19.923,19.923,54,37.04,std,dynamic
24,40.91,900,253.469,253.469,189,726,mean,dynamic
24,15.84,900,19.108,19.108,54,37.04,std,dynamic
25,37.94,900,250.875,250.875,189,726,mean,dynamic
25,14.99,900,19.201,19.201,54,37.04,std,dynamic
26,35.12,900,247.312,247.312,189,726,mean,dynamic
26,13.46,900,21.999,21.999,54,37.04,std,dynamic
27,32.78,900,241.656,241.656,189,726,mean,dynamic
27,12.34,900,19.48,19.48,54,37.04,std,dynamic
28,29.06,900,236.5,236.5,189,726,mean,dynamic
28,11.05,900,20.503,20.503,54,37.04,std,dynamic
29,26.97,900,234.438,234.438,189,726,mean,dynamic
29,10.18,900,23.298,23.298,54,37.04,std,dynamic
